ef_id,region_code,confidence
ef_2ef210c5,IDN,0.8434429502298736
ef_782fddd8,IDN,0.7435984559437165
ef_b09fce35,IDN,0.7617873509527725
ef_33cce787,IDN,0.7664710560441677
ef_18d2632f,IDN,0.8029155592445417
ef_8f49e228,IDN,0.7729800004962382
ef_e2831904,IDN,0.7533933234278143
ef_b2f6013d,IDN,0.7675578973735938
ef_69f8a92e,IDN,0.7517011001447079
ef_00f9a410,IDN,0.7942951680092719
ef_1b5ff2a4,IDN,0.7873277016126022
ef_263578f7,IDN,0.8313653461850832
ef_021a16ba,IDN,0.7535532470263773
ef_41e6e9fb,IDN,0.7589416320573465
ef_4e363fb7,IDN,0.7733205405177929
ef_0a059306,IDN,0.6928048251689954
ef_1e44663b,IDN,0.8013897356521271
ef_15197fa7,IDN,0.7644113536972972
ef_c8efbaf4,IDN,0.7535215359951697
ef_26753a1c,IDN,0.792476094087295
ef_79853cee,IDN,0.7655102586524866
ef_ba0a6874,IDN,0.7697437322528501
ef_d0c8eab8,IDN,0.747890272786186
ef_a8ded1e4,IDN,0.7575079245321487
ef_cc0f588d,IDN,0.720131924420579
ef_0f91a18e,IDN,0.8082665865924002
ef_2df0ff8b,IDN,0.7676792785477332
ef_05d9142a,IDN,0.7860605490979773
ef_f5b9cded,IDN,0.7674909572702907
ef_093a9383,IDN,0.7968759972696057
ef_e90b4b93,IDN,0.7581498937426355
ef_4dcde542,IDN,0.7787804040928529
ef_b64a9e05,IDN,0.8351571109278654
ef_0ee89767,IDN,0.7448886902612258
ef_c7bfd5fd,IDN,0.7282687765770258
ef_f6d38445,IDN,0.7687973978003111
ef_d8f6d852,IDN,0.8340150560953213
ef_b2c8ca40,IDN,0.7472852175306458
ef_08b5b506,IDN,0.7985621115653538
ef_afcc3d0e,IDN,0.764793476298473
ef_4e064654,IDN,0.7504532083810954
ef_5916bb81,IDN,0.7865656732775884
ef_b7dec091,IDN,0.7745438395190803
ef_d69e6671,IDN,0.7945725050950666
ef_7a5d5721,IDN,0.7884475870327985
ef_2393c073,IDN,0.7482639804375832
ef_e8066e97,IDN,0.805728111046577
ef_a914b9f6,IDN,0.7710941221353425
ef_9b30d82c,IDN,0.7281452123817121
ef_d991c8a6,IDN,0.751528206053854
ef_4f033571,IDN,0.7954948098018942
ef_98edc0c7,IDN,0.7866223247936109
ef_cff34acc,IDN,0.7823011387262188
ef_d4e52fef,IDN,0.7708301030987615
ef_589194e9,IDN,0.8301969584493051
ef_e47f13cf,IDN,0.799451249750617
ef_6236bdb0,IDN,0.7880186205455236
ef_29c91e89,IDN,0.8107873931402244
ef_453c8003,IDN,0.7428282074855258
ef_50b4fec8,IDN,0.771317744359865
ef_bc8cce82,IDN,0.764349183452269
ef_adbc566c,IDN,0.7758900427227876
ef_c5776fdb,IDN,0.791649137614761
ef_bf109be7,IDN,0.7760629077844743
ef_2e9452fb,IDN,0.7684515978774066
ef_fa22767d,IDN,0.777456284675914
ef_a20e213c,IDN,0.7789825399050373
ef_7ec055b6,IDN,0.8112960143471639
ef_8a123e56,IDN,0.8252608559152071
ef_58a5217a,IDN,0.750906159190837
ef_2904843b,IDN,0.7196343818577787
ef_5db03e3d,IDN,0.8220327711227622
ef_a6a804ce,IDN,0.7571539222031537
ef_827d3193,IDN,0.8279643552170493
ef_ac7ac34e,IDN,0.7833711407769726
ef_a6d2fcf8,IDN,0.7665124419727497
ef_81f3e02d,IDN,0.7180233202039691
ef_1eb9781f,IDN,0.7453023265725821
ef_436d9a45,IDN,0.7834966304538571
ef_7fda88d2,IDN,0.7537992051625388
ef_902cc4bf,IDN,0.7599099850499766
ef_3fd25f44,IDN,0.7905944923196913
ef_fbe055c1,IDN,0.7727078730404426
ef_e5f5a212,IDN,0.7916733156000221
ef_ea49c254,IDN,0.7960325118892001
ef_3e1161a2,IDN,0.7876552267191914
ef_2c998959,IDN,0.7406223312609345
ef_b3fa8830,IND,0.7860798119992297
ef_64dc9df4,IND,0.8255447172962672
ef_bb87782d,IND,0.7964747711895558
ef_84926d5a,IND,0.7959088641562619
ef_b1f83741,IND,0.780145041184512
ef_a3c1d245,IND,0.7553408200871677
ef_12206083,IND,0.77992123090376
ef_5d722b0c,IND,0.7607504941776195
ef_d7ec6d6a,IND,0.7290123975463487
ef_97bb08d8,IND,0.7787288909940936
ef_3e5a8e19,IND,0.7512113306950609
ef_5ea140dc,IND,0.806045814694075
ef_6dc06731,IND,0.7998925224327115
ef_a9728a7e,IND,0.7735815954223044
ef_bfcdbd76,IND,0.7511325443253699
ef_47bd4542,IND,0.7668131416068412
ef_b93d9b36,IND,0.7730793538233237
ef_235f15a9,IND,0.7435724270957756
ef_5a4e6f1a,IND,0.768677256470724
ef_f727c62b,IND,0.7923236669315284
ef_27263511,IND,0.788994438642593
ef_47effebd,IND,0.796924228254719
ef_0b9080d4,IND,0.7812550073104035
ef_6d773501,IND,0.7457099581018486
ef_8c9e6187,IND,0.8026388259205408
ef_c52d2160,IND,0.7099026459436106
ef_a1b197b2,IND,0.8059669980112947
ef_dad2ece1,IND,0.8058196520491226
ef_e029d6c4,IND,0.8104675333233397
ef_8e3507aa,IND,0.744699124665486
ef_f85e0eee,IND,0.8290946370701245
ef_c4dc8723,IND,0.824315856240284
ef_f4768487,IND,0.7707993091507439
ef_41ea019e,IND,0.7710234535060493
ef_55319cb0,IND,0.8087431939852383
ef_25113114,IND,0.772469415427849
ef_45320289,IND,0.7714681127645161
ef_3d66f22a,IND,0.7138528572412075
ef_b39516ee,IND,0.7438682340268191
ef_fe5d9184,IND,0.7497312036250648
ef_512f72dd,IND,0.7911011615429274
ef_76ef7025,IND,0.7782103746654018
ef_042e2f4c,IND,0.8223517140236359
ef_0e8a90a4,IND,0.771480484972289
ef_916c419a,IND,0.801278624823366
ef_b32b0b48,IND,0.7476424509784133
ef_35d79590,IND,0.7723577930165146
ef_2f13c5cb,IND,0.7713402106343227
ef_e11710f9,IND,0.780128260685797
ef_1682c6c0,IND,0.7731741676231576
ef_a0d2d09f,IND,0.7455595656329762
ef_f3ac8815,IND,0.8004745686814562
ef_b950fe29,IND,0.7641063392630919
ef_d0af9c39,IND,0.7868239738246903
ef_74cc74b9,IND,0.800102111354862
ef_aae7684b,IND,0.8182410004539008
ef_6fb6d6dc,IND,0.7580534135318219
ef_353a3715,IND,0.7739294835166989
ef_eef3a75b,IND,0.7879485636667439
ef_3f1d27da,IND,0.7709232900079904
ef_0b4c0559,IND,0.7884012740384095
ef_9da90d37,IND,0.7920216564754502
ef_8f825fd8,IND,0.7863540234413873
ef_2b560e42,IND,0.7447289446974548
ef_512a680f,IND,0.8243603889512179
ef_b4ca96c1,IND,0.8020807263930484
ef_136ca570,IND,0.7286345632825646
ef_2f64fa6c,IND,0.7680055256585385
ef_a1634573,IND,0.7423455972133461
ef_27eca587,IND,0.7807307630796322
ef_df0cbde2,IND,0.8008931850916802
ef_fa3762d9,IND,0.7514886608625129
ef_adc6abac,IND,0.7497920826916151
ef_fae19c75,IND,0.7586720793412035
ef_3f5054c1,IND,0.7772289820704282
ef_114050a4,IND,0.799190107641917
ef_45d2d84c,IND,0.777856609004254
ef_04b4e300,IND,0.7212376028030971
ef_8b2d7f12,IND,0.7608831840199354
ef_509b41ef,IND,0.7260718181442805
ef_9f0d5c6c,IND,0.8340712422108038
ef_0ca8e7bd,IND,0.7964478974336303
ef_67c73c43,IND,0.7710619639543065
ef_056d5778,IND,0.7698407484012385
ef_f27d746a,IND,0.7719392448570028
ef_877ca26f,IND,0.7918479026148278
ef_40bdfbf6,IND,0.7827567038794082
ef_2b78c729,IND,0.7175841176693091
ef_ca02c9e6,IND,0.761790789661449
ef_f1ab6670,IND,0.7866317586716808
ef_a7465583,IND,0.786335910863338
ef_7aeb2594,IND,0.7763080841381811
ef_f1cc0f67,IND,0.7911605055240195
ef_5fa445b4,IND,0.7914723937586966
ef_1fe6950c,IND,0.8466004221490168
ef_c3a84a84,IND,0.7379463874712213
ef_eb0d8c3f,IND,0.809725194927903
ef_5845ca7b,IND,0.831522037488604
ef_e845d3c5,IND,0.781247835013915
ef_87c4ac57,IND,0.7717726965515949
ef_a8171702,IND,0.7880304628036511
ef_2f8453d9,IND,0.7367386045574529
ef_9ce40de4,IND,0.7036246320282346
ef_0f5f330d,IND,0.7865380723425051
ef_3c82e382,IND,0.7998099570431055
ef_8cd50aa0,IND,0.7450371261773315
ef_44c69fb6,IND,0.8168601469420135
ef_eebf63ed,IND,0.7626602369603624
ef_283b3992,IND,0.7661157006191561
ef_e62f1ea3,IND,0.823131487225969
ef_fcaf5de6,IND,0.7888932343787788
ef_fd3fce3b,IND,0.7198264368045816
ef_e73481eb,IND,0.741136946742516
ef_d1dcfb07,IND,0.7885968655995051
ef_237d9a02,IND,0.8103037720002942
ef_68b07831,IND,0.7398213064724829
ef_4bf4f3dd,IND,0.7371111545284772
ef_0a9f95c4,IND,0.7390568474575856
ef_36846e5a,IND,0.7716746783773453
ef_ce5397cf,IND,0.8291405070808934
ef_096c37cf,IND,0.7910645640759842
ef_dd7e7de9,IND,0.7624657746334481
ef_43f3677f,IND,0.755131627515493
ef_28c64a7b,IND,0.7448867626983482
ef_571ebb81,IND,0.7834278552041644
ef_87dc15d8,IND,0.7370357374151425
ef_3b3f94ed,IND,0.7499165139554765
ef_b7e27413,IND,0.757451323534438
ef_e7380fe9,IND,0.7757992145468807
ef_aec03795,IND,0.7656438857816522
ef_fcb9395f,IND,0.7837540442690547
ef_fd25d7e2,IND,0.7339313738770876
ef_22d6ca94,IND,0.8381890801820671
ef_cf0afb40,IND,0.7545693187179481
ef_8658e257,IND,0.800320438377137
ef_e868f296,IND,0.7981251943363722
ef_f0dad569,IND,0.7373101798752213
ef_434f6e86,IND,0.7813437913203146
ef_526be833,IND,0.7904804084788989
ef_47a83089,IND,0.7920922945286794
ef_64ee089f,IND,0.7593876694390325
ef_e5d91767,IND,0.797542852921575
ef_70baadf8,IND,0.7981465993868609
ef_51658edf,IND,0.7623047726239385
ef_58a5fc2a,IND,0.7853169359594673
ef_ea0dbc05,IND,0.7826498992007971
ef_b7f2baa8,IND,0.8210088642552736
ef_b49a5c8c,IND,0.7462002973998558
ef_ab1c27b7,IND,0.7818818530404718
ef_32252e2b,IND,0.7581793581921411
ef_5c4565c4,IND,0.7561988689938328
ef_cd0d45e1,IND,0.7481354996315868
ef_2a4dfa5f,IND,0.7898426086766461
ef_bd0b45e0,IND,0.7895638461282469
ef_c0a5281b,IND,0.7812992028386767
ef_9b2bec25,IND,0.7768895344805186
ef_45fe50ca,IND,0.7395667232386556
ef_4c5baa45,IND,0.7354452065028659
ef_33a2893e,IND,0.7559357364595182
ef_63112b45,IND,0.7823329304043062
ef_9d2312a7,IND,0.7460952600216885
ef_445d8f0b,IND,0.7481472180433877
ef_005ed32b,IND,0.788830475359492
ef_2f23b068,IND,0.7305595641943375
ef_94cd1610,IND,0.797364293076527
ef_d4949295,IND,0.7551460778596195
ef_fe8a3ddf,IND,0.7704137640117817
ef_5cff942b,IND,0.7403914351362163
ef_e5c8f418,IND,0.7910546083397331
ef_972c39bf,IND,0.7671146190329976
ef_8144de11,IND,0.7769731918822078
ef_654f32a5,IND,0.7713785618209493
ef_c19453f6,IND,0.7606434632056014
ef_3a3b6837,IND,0.8032425810680636
ef_2084016d,IND,0.7592015579153492
ef_8dccc890,IND,0.779742140027036
ef_614610b9,IND,0.7522480887867459
ef_2c1b3e2f,IND,0.7416346442235601
ef_b5d8f50b,IND,0.7974291320071262
ef_57eab2cd,IND,0.7245728096409937
ef_f6e18f15,IND,0.8014401885737293
ef_440de2a9,IND,0.7549388361060148
ef_449f0d68,IND,0.8063145220889206
ef_b93a04f9,IND,0.7821630799039051
ef_492114de,IND,0.8120965467290291
ef_0fa7efc5,IND,0.7788211167878667
ef_fcbbdb51,IND,0.7556389525899943
ef_d225d81e,IND,0.8090391690686008
ef_af882ba7,IND,0.776484563967956
ef_e4ea515b,IND,0.7598237201903908
ef_6e94a314,IND,0.8014318659360925
ef_472c1c93,IND,0.7746152631274467
ef_cf781d99,IND,0.7931104819987677
ef_5d06500c,IND,0.7534541165642671
ef_d36deb5f,IND,0.7294203286365226
ef_81bd97fa,IND,0.7735284071999734
ef_16441e1e,IND,0.7753870270348554
ef_cd8c72c2,IND,0.7317623010152065
ef_79c97df6,IND,0.7484919225287694
ef_a2be18d6,IND,0.7843882547152763
ef_89bb5312,IND,0.761107347210468
ef_80e2f5b8,IND,0.7954155733532465
ef_69a201af,IND,0.7924975609722894
ef_d147af8c,IND,0.7645722841987664
ef_b5e6167c,IND,0.7381530159962627
ef_3c55db4a,IND,0.7554158592852632
ef_e53ce2ba,IND,0.8633685965760604
ef_f9987c3d,IND,0.7930358780295839
ef_6b6ea51f,IND,0.8016768752172941
ef_1a09d2e0,IND,0.7889183791788438
ef_3999c4a6,IND,0.8083882913778071
ef_7f899007,IND,0.7282157611151376
ef_97c85b95,IND,0.7879150704189647
ef_2ef9ac74,IND,0.7828864218556651
ef_45a6dac2,IND,0.8550946354102291
ef_36673955,IND,0.7935691892091278
ef_8cdde310,IND,0.7968488731465646
ef_2c098a85,IND,0.7210259967136526
ef_d40b66d2,IND,0.7273623049724512
ef_1eca906a,IND,0.8277436585213339
ef_b2573b76,IND,0.7781825078343108
ef_f9c4c81e,IND,0.7668232668150107
ef_aee0dbf8,IND,0.728460323079942
ef_2f37beab,IND,0.7990466998346953
ef_115e1903,IND,0.7728708304093616
ef_8df77552,IND,0.746877179299358
ef_5cbdb195,IND,0.7970260403675242
ef_efcf5f9a,IND,0.8319069619718458
ef_11366112,IND,0.7988100889843172
ef_404958cf,IND,0.7255443064647978
ef_3cf4bb61,IND,0.7740464284413986
ef_e571bfe9,IND,0.753787150968586
ef_919559aa,IND,0.7890376846296153
ef_db344809,IND,0.786656340418701
ef_ca603f07,ITA,0.8227266510871347
ef_8cccea25,ITA,0.7483804052341277
ef_a936765e,ITA,0.7825869404098746
ef_7c25867d,ITA,0.7661671424537149
ef_7dc60250,ITA,0.7413521375646649
ef_85612732,ITA,0.7817169114160863
ef_f92e01a7,ITA,0.7482399575116464
ef_2903d04a,ITA,0.7746772110020292
ef_55c85d52,ITA,0.7854167165762717
ef_0e1b64ef,ITA,0.748274064679352
ef_0be9ca8f,ITA,0.7469719442496979
ef_91825fcc,ITA,0.7590067522565974
ef_237f4328,ITA,0.7601040730170441
ef_3c200e17,ITA,0.7929595262858649
ef_be279379,ITA,0.8446578220575947
ef_054288e8,ITA,0.7824031751174824
ef_c022e1d5,ITA,0.7806262097154942
ef_0723dd27,ITA,0.7138539277576221
ef_05be654a,ITA,0.7854465678555775
ef_3fd14762,ITA,0.7931798302820963
ef_7fdbb58a,ITA,0.7795380474939043
ef_c3e2f812,ITA,0.7305431366356282
ef_5d561e9d,ITA,0.7908696625946727
ef_298ba493,ITA,0.7934270258396564
ef_29281b9a,ITA,0.8082619245295565
ef_fa1928e1,ITA,0.8165212467609515
ef_90bbe429,ITA,0.7682663615454208
ef_2c138595,ITA,0.7531265138208824
ef_13fa709b,ITA,0.7421528998736941
ef_bf36b97e,ITA,0.6935063200889623
ef_51e1bfd1,ITA,0.7635329644714068
ef_98a53200,ITA,0.7707545346859855
ef_91d57c72,ITA,0.751377303146946
ef_f546d86e,ITA,0.7290181151601068
ef_191318e7,ITA,0.7248178783549979
ef_46bde5eb,ITA,0.781397717659228
ef_53e52d1d,ITA,0.7681028990584466
ef_7270a552,ITA,0.762815369993913
ef_fcf15e12,ITA,0.8009339417651957
ef_a9278519,ITA,0.8483200196608357
ef_f18e5749,ITA,0.7618871249502491
ef_88cea149,ITA,0.7736143779230041
ef_34f77232,ITA,0.7318544536860873
ef_39ab84e4,ITA,0.7649778083061921
ef_7bd1a10e,ITA,0.7693707164764388
ef_f3188fd8,ITA,0.7968034366215839
ef_7e1cba77,ITA,0.7091687725717368
ef_63b6f66c,ITA,0.7707044022571071
ef_8306448e,ITA,0.7568986556540728
ef_aea75777,ITA,0.7628121200460217
ef_68f82231,ITA,0.7246652819117091
ef_db8c2e45,ITA,0.7198802000335669
ef_2f857834,ITA,0.7897273286138344
ef_4229ad8f,ITA,0.742662057002817
ef_960fad23,ITA,0.7640628639289906
ef_3dd95eca,ITA,0.7857567157335564
ef_711364d2,ITA,0.804973844843026
ef_3748d7bd,ITA,0.8135161303031254
ef_c47517e7,ITA,0.7667070149716392
ef_e243f51a,ITA,0.7610720436240701
ef_eeb04317,ITA,0.7689616621153497
ef_e47d4a92,ITA,0.7862620695970833
ef_33e8c032,ITA,0.7656976469680012
ef_8a71c80a,ITA,0.8250312990259402
ef_78a3d2bb,ITA,0.7968975610627798
ef_c8028630,ITA,0.8149047585514991
ef_f73b839d,ITA,0.738976129376859
ef_309f1b8b,ITA,0.7905050423441549
ef_29d74dcb,ITA,0.7806062974523017
ef_1d16269c,ITA,0.8225428108238573
ef_040308bd,ITA,0.7557731809635881
ef_c2c6204e,ITA,0.767740303675745
ef_b70d57cc,ITA,0.8011843335063329
ef_c0d2ef35,ITA,0.8338275549124364
ef_2938ba03,ITA,0.7533211209215388
ef_86c46701,ITA,0.7152175247521511
ef_cb372a12,ITA,0.7944098277344321
ef_5b324133,ITA,0.7589507203847975
ef_52432749,ITA,0.719314740396909
ef_41d9f105,ITA,0.7690899163442219
ef_a530ec38,ITA,0.7574230702609851
ef_3c897a4b,ITA,0.7484964708260945
ef_b029d3bb,ITA,0.7863413429509537
ef_dd82353f,ITA,0.7385524313776743
ef_8d5ce79d,ITA,0.8085937487673482
ef_ed90c8f7,ITA,0.7364552758110093
ef_dcb6af0e,ITA,0.7319335797167418
ef_c8cc13db,ITA,0.7499295949437661
ef_17d4ec3a,ITA,0.7785239329540495
ef_8e92e34e,ITA,0.7805526656136613
ef_090a1106,ITA,0.794891563104151
ef_3518c394,ITA,0.7613927427876
ef_f838f8f0,ITA,0.7709556267179968
ef_ea025c73,ITA,0.8226016430135586
ef_e6ea535b,ITA,0.7908277549307542
ef_d1cee302,ITA,0.7763951540960218
ef_bb8b33bf,ITA,0.7584130525765178
ef_36ae1172,ITA,0.7735823005907151
ef_a95d6d50,ITA,0.7610320600141574
ef_227507e1,ITA,0.7996471670668587
ef_d7212d45,ITA,0.7642171919423196
ef_2d9783cf,ITA,0.7555674999586338
ef_4ce876d9,ITA,0.7219574009848672
ef_99725994,ITA,0.7629820602322964
ef_9b6f92db,ITA,0.817802599164772
ef_d1ed6504,ITA,0.7787322192370603
ef_b638c961,ITA,0.8113792818105842
ef_21d4885f,ITA,0.8263756175927134
ef_7ecfc46b,ITA,0.7942676966630892
ef_1aff227a,ITA,0.8402951461679741
ef_c18908bd,ITA,0.7817706226008406
ef_0fbe80b9,ITA,0.7565479889629709
ef_38a9c7b2,ITA,0.8129940746790201
ef_19417950,ITA,0.7660622440368683
ef_57b7800c,ITA,0.78943674747187
ef_ab96af2c,ITA,0.7083041735881953
ef_85c1af61,ITA,0.7956874583646907
ef_c6dac6f9,ITA,0.7822310382687675
ef_776ef6b2,ITA,0.7723663194195787
ef_997302d6,ITA,0.7795484894148738
ef_28d82082,ITA,0.7822550316928859
ef_ebb42d79,ITA,0.7603131072797041
ef_eaf50e11,ITA,0.7438258475810485
ef_94a55d99,ITA,0.8047356928151049
ef_339d1263,ITA,0.7979920036444795
ef_2d3fb75d,ITA,0.790549070055656
ef_d658939b,ITA,0.7422717695677811
ef_e543c1b5,ITA,0.8278955863618164
ef_aa4d0469,ITA,0.7390854522594047
ef_1a081348,ITA,0.7702260169908329
ef_f112f307,ITA,0.7569790049010917
ef_393daef7,ITA,0.7631044651941289
ef_2c25bdeb,ITA,0.7611286929357188
ef_27777030,ITA,0.7621211660871521
ef_7312e207,ITA,0.7815525501162311
ef_55b24bad,ITA,0.752822216525819
ef_00b978cd,ITA,0.7963196258357073
ef_c0670454,ITA,0.734415113107245
ef_bd8e364b,ITA,0.7922051758252558
ef_eaf490fb,ITA,0.7510093244603898
ef_270bb656,ITA,0.7535811427971199
ef_b27a600a,ITA,0.7658405607408897
ef_1ccca8da,ITA,0.732846551532608
ef_2a567b72,ITA,0.7404353739444174
ef_681b5876,ITA,0.8101845597580505
ef_738fedae,ITA,0.7563120625372025
ef_d25dc606,ITA,0.8080072654824523
ef_5714a20a,ITA,0.8266408903067353
ef_e60bee38,ITA,0.7564392596644361
ef_e6eb2cf9,ITA,0.797469119135227
ef_71258f8b,ITA,0.7943520964664543
ef_c5b72250,ITA,0.7495885305962794
ef_06393d79,ITA,0.7973290376844572
ef_b44ecaf4,ITA,0.7419933511715165
ef_dbed6d1e,ITA,0.7692914941001824
ef_f3cdd836,ITA,0.7868900623226861
ef_91098336,ITA,0.7921920342894974
ef_8eee6282,ITA,0.8171124673202428
ef_1019da16,ITA,0.8181164541491107
ef_e4740453,ITA,0.7694472905049375
ef_262dcca6,ITA,0.7718931084728639
ef_567366fa,ITA,0.7619922852694944
ef_41d211f0,ITA,0.7422807339536561
ef_2f61819f,ITA,0.796357109060049
ef_848365fb,ITA,0.7337629563964497
ef_80702c46,ITA,0.7787874423499526
ef_5d89f06d,ITA,0.7764217965451946
ef_2290736a,ITA,0.7432483881004819
ef_6c0d295d,ITA,0.8123397291767889
ef_847d52a3,ITA,0.8315382811177111
ef_ec7c63de,ITA,0.801198928713983
ef_872a8dab,ITA,0.7771667565987901
ef_548b55a9,ITA,0.8166547422963961
ef_9065b127,ITA,0.7642267047472536
ef_a9dfb8ab,ITA,0.8100591852119438
ef_7e95b81e,ITA,0.740590739210652
ef_6bc14a3f,ITA,0.7268558199922778
ef_43442e49,ITA,0.7823828472990605
ef_9099450f,ITA,0.8039341099690636
ef_45c703a0,ITA,0.7266100934563661
ef_0897837a,ITA,0.7772500158593981
ef_7c60d8c0,ITA,0.7180373995417297
ef_570657c6,ITA,0.7881862998387779
ef_62d83824,ITA,0.7621425120829056
ef_dfb60f45,ITA,0.7772597267318803
ef_b79ff126,ITA,0.8069979443406533
ef_5e7a2cd8,ITA,0.7924308538908487
ef_eb0125bb,ITA,0.766544477606249
ef_87c0af60,ITA,0.7899985341476014
ef_bbe86d67,ITA,0.7642375631071866
ef_d679b997,ITA,0.7636588191842907
ef_1dffd56d,ITA,0.8105767749348461
ef_459e2ed4,ITA,0.8310137207479369
ef_cf2029fc,ITA,0.7525153090066392
ef_32988363,ITA,0.771383207667318
ef_17ab7a32,ITA,0.7767062498839503
ef_defd6fd5,ITA,0.7260337575060601
ef_67aa0d43,ITA,0.800085813586743
ef_9c58c166,ITA,0.7956627093112281
ef_afbddb4e,ITA,0.7707528613854402
ef_3c660949,ITA,0.8099584790371827
ef_114f6981,ITA,0.7732230606966582
ef_dc6b11c1,ITA,0.7973204384125223
ef_71beb471,ITA,0.743032939511183
ef_e218e532,ITA,0.767100670893658
ef_cd19acb4,ITA,0.7654421240083172
ef_652c5581,ITA,0.7964223040728041
ef_1ef31593,ITA,0.7703968680758789
ef_a0548be3,ITA,0.7913031891766966
ef_fe7eb6f1,ITA,0.7536091878656062
ef_c6a905a1,ITA,0.7184138907487103
ef_2ba3e7c5,ITA,0.7712504840212947
ef_3d5747f1,ITA,0.7207201381351228
ef_87989a67,ITA,0.7847809977724051
ef_4ab5b0db,ITA,0.7046693830144765
ef_f75723a4,ITA,0.7734647367492061
ef_dd294c02,ITA,0.7783952252472653
ef_21d9d939,ITA,0.8046585245307232
ef_e6715181,ITA,0.8446462764384622
ef_600ebf82,ITA,0.7937791704352374
ef_ac1968a5,ITA,0.7507938999624536
ef_00f77176,ITA,0.7869143230330738
ef_5c835dd2,ITA,0.792858671331124
ef_7cd708db,ITA,0.7644507050521563
ef_f92a64f6,ITA,0.7238696740133244
ef_d5a955cd,ITA,0.7781978153104264
ef_d235536b,ITA,0.8006560737018841
ef_e6702622,ITA,0.7616692015486007
ef_2ef4033f,ITA,0.752823992518416
ef_d7dcf4c1,ITA,0.775039002099062
ef_80899516,ITA,0.7894652006010013
ef_978aab54,ITA,0.7942050460724359
ef_aeaf8fb7,ITA,0.7817247525708585
ef_f599b568,ITA,0.7855738383083044
ef_15d67677,JPN,0.7642812299584837
ef_09bd1c6b,JPN,0.783554260761749
ef_2a8e1bc1,JPN,0.757749939874154
ef_5767f550,JPN,0.7693537833366183
ef_78d28640,JPN,0.7805372903475786
ef_e7319cc5,JPN,0.8022115133458912
ef_128a8347,JPN,0.7817351221533454
ef_397c2377,JPN,0.7780766432570418
ef_ff8f6743,JPN,0.7926256559613987
ef_a4f03310,JPN,0.7882202470900994
ef_8f2d6835,JPN,0.8099160820460464
ef_8a44b2c6,JPN,0.7808546782296704
ef_6e551022,JPN,0.8019479126905575
ef_47a8fffa,JPN,0.769420585257048
ef_aff8ff76,JPN,0.8455261986096342
ef_2e5afb52,JPN,0.7319411078240255
ef_c7946fda,JPN,0.7709583537263938
ef_8fa9d86b,JPN,0.7790302195662072
ef_12dc3e47,JPN,0.8140887396291694
ef_d1fd4663,JPN,0.7951504207908134
ef_d8522de6,JPN,0.7881786757198789
ef_63567662,JPN,0.8502392111672034
ef_c45fa811,JPN,0.756937762030291
ef_72f52e96,JPN,0.7778518895983794
ef_07b058cc,JPN,0.7729405438878222
ef_61db56d0,JPN,0.7040947439705038
ef_ceffffe3,JPN,0.7727545298181612
ef_d4442187,JPN,0.7268478165215836
ef_bd1692be,JPN,0.7321154448590064
ef_add896c4,JPN,0.741687165865429
ef_5904942b,JPN,0.8037447821834868
ef_1efb6866,JPN,0.829995972775131
ef_8d690881,JPN,0.8283618680167563
ef_4a8a829e,JPN,0.7940182639081965
ef_44a4c3b0,JPN,0.7512640469509422
ef_47d6ca15,JPN,0.8078945906892114
ef_69d7a978,JPN,0.7847189146836837
ef_acf7017a,JPN,0.8275899482772484
ef_a34aa9bc,JPN,0.7652934883892007
ef_94412edc,JPN,0.7583841636695366
ef_8555e6b8,JPN,0.734573797116536
ef_fc3ff019,JPN,0.7200736473270105
ef_1c3b7990,JPN,0.755375602645432
ef_07fbad7d,JPN,0.7844045415715643
ef_7e16a451,JPN,0.7567210055255278
ef_ced997e1,JPN,0.7684133509035717
ef_748cf1ff,JPN,0.7801401874884865
ef_f3f892f4,JPN,0.7805139005338706
ef_38e655c4,JPN,0.7334949055677814
ef_337ecdef,JPN,0.7885294506533449
ef_325554c6,JPN,0.7693623597238489
ef_12ff236c,JPN,0.7738956485056573
ef_5d802e44,JPN,0.7644649995458055
ef_54009631,JPN,0.7868122859215654
ef_2a438826,JPN,0.7626024931118591
ef_487ea1ad,JPN,0.8026677526775727
ef_ab35b93b,JPN,0.7762947123695157
ef_48d3db8b,JPN,0.7875134174272683
ef_544f1b55,JPN,0.7134622131187811
ef_4a061a88,JPN,0.7845074028035613
ef_a9d146d0,JPN,0.7695741011854177
ef_ef7029b9,JPN,0.7212995456271439
ef_af377c4e,JPN,0.7300220363789832
ef_f02764aa,JPN,0.7799765780808885
ef_fabff4a7,JPN,0.7374136809788436
ef_552873cf,JPN,0.8182145374685647
ef_5e6232fd,JPN,0.7335107557604612
ef_ab44123b,JPN,0.7537663037721626
ef_4b782bb0,JPN,0.817285718120938
ef_fe45c553,JPN,0.7425736290618471
ef_66d5d67c,JPN,0.7725821604315014
ef_cf200bd5,JPN,0.8065050676751039
ef_82240e2d,JPN,0.8204838863649401
ef_a76ebbdc,JPN,0.7487703912809196
ef_19163b63,JPN,0.7882480311234593
ef_67916fec,JPN,0.8017965048776009
ef_5ae1a007,JPN,0.7499331336062612
ef_563f556f,JPN,0.8251662253684678
ef_8c36ec77,JPN,0.7875103326510384
ef_40b596ed,JPN,0.7421004663439269
ef_1d876979,JPN,0.7902608625740969
ef_8f51baae,JPN,0.7949334505535156
ef_de0c0f17,JPN,0.7797324409013385
