region,sector,gas_type,time_period,multiplier,confidence,description,reference,year
United States,Industry: Chemicals,N2O,2000-2010,0.86,0.67,Industry: Chemicals N2O multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,F-gases,2000-2010,0.65,0.63,Industry: Chemicals F-gases multiplier for United States in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CO2,2010-2019,0.67,0.68,Industry: Chemicals CO2 multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CH4,2010-2019,0.85,0.8,Industry: Chemicals CH4 multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,N2O,2010-2019,0.62,0.66,Industry: Chemicals N2O multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,F-gases,2010-2019,0.54,0.86,Industry: Chemicals F-gases multiplier for United States in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CO2,2019-present,0.64,0.7,Industry: Chemicals CO2 multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,CH4,2019-present,0.72,0.75,Industry: Chemicals CH4 multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,N2O,2019-present,0.54,0.77,Industry: Chemicals N2O multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
United States,Industry: Chemicals,F-gases,2019-present,0.49,0.66,Industry: Chemicals F-gases multiplier for United States in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CO2,1990-2000,1.08,0.8,Industry: Chemicals CO2 multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CH4,1990-2000,1.18,0.75,Industry: Chemicals CH4 multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,N2O,1990-2000,0.88,0.77,Industry: Chemicals N2O multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,F-gases,1990-2000,0.84,0.61,Industry: Chemicals F-gases multiplier for Canada in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CO2,2000-2010,1.21,0.69,Industry: Chemicals CO2 multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CH4,2000-2010,1.33,0.78,Industry: Chemicals CH4 multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,N2O,2000-2010,0.95,0.62,Industry: Chemicals N2O multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,F-gases,2000-2010,0.95,0.69,Industry: Chemicals F-gases multiplier for Canada in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CO2,2010-2019,0.81,0.76,Industry: Chemicals CO2 multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CH4,2010-2019,0.94,0.7,Industry: Chemicals CH4 multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,N2O,2010-2019,0.72,0.77,Industry: Chemicals N2O multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,F-gases,2010-2019,0.69,0.65,Industry: Chemicals F-gases multiplier for Canada in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CO2,2019-present,0.79,0.78,Industry: Chemicals CO2 multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,CH4,2019-present,0.92,0.76,Industry: Chemicals CH4 multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,N2O,2019-present,0.67,0.73,Industry: Chemicals N2O multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Canada,Industry: Chemicals,F-gases,2019-present,0.62,0.82,Industry: Chemicals F-gases multiplier for Canada in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CO2,1990-2000,1.16,0.9,Industry: Chemicals CO2 multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CH4,1990-2000,1.39,0.73,Industry: Chemicals CH4 multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,N2O,1990-2000,1.12,0.68,Industry: Chemicals N2O multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,F-gases,1990-2000,0.9,0.63,Industry: Chemicals F-gases multiplier for Mexico in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CO2,2000-2010,1.24,0.82,Industry: Chemicals CO2 multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CH4,2000-2010,1.69,0.6,Industry: Chemicals CH4 multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,N2O,2000-2010,1.19,0.7,Industry: Chemicals N2O multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,F-gases,2000-2010,0.96,0.77,Industry: Chemicals F-gases multiplier for Mexico in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CO2,2010-2019,1.03,0.64,Industry: Chemicals CO2 multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CH4,2010-2019,1.19,0.8,Industry: Chemicals CH4 multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,N2O,2010-2019,0.88,0.64,Industry: Chemicals N2O multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,F-gases,2010-2019,0.75,0.74,Industry: Chemicals F-gases multiplier for Mexico in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CO2,2019-present,0.87,0.63,Industry: Chemicals CO2 multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,CH4,2019-present,1.16,0.8,Industry: Chemicals CH4 multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,N2O,2019-present,0.79,0.65,Industry: Chemicals N2O multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Mexico,Industry: Chemicals,F-gases,2019-present,0.67,0.82,Industry: Chemicals F-gases multiplier for Mexico in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CO2,1990-2000,0.88,0.81,Industry: Chemicals CO2 multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CH4,1990-2000,1.07,0.8,Industry: Chemicals CH4 multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,N2O,1990-2000,0.81,0.69,Industry: Chemicals N2O multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,F-gases,1990-2000,0.68,0.77,Industry: Chemicals F-gases multiplier for Brazil in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CO2,2000-2010,1.05,0.67,Industry: Chemicals CO2 multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CH4,2000-2010,1.21,0.75,Industry: Chemicals CH4 multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,N2O,2000-2010,0.96,0.68,Industry: Chemicals N2O multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,F-gases,2000-2010,0.85,0.67,Industry: Chemicals F-gases multiplier for Brazil in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CO2,2010-2019,0.83,0.81,Industry: Chemicals CO2 multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CH4,2010-2019,1.01,0.73,Industry: Chemicals CH4 multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,N2O,2010-2019,0.71,0.68,Industry: Chemicals N2O multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,F-gases,2010-2019,0.64,0.66,Industry: Chemicals F-gases multiplier for Brazil in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CO2,2019-present,0.77,0.62,Industry: Chemicals CO2 multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,CH4,2019-present,0.9,0.8,Industry: Chemicals CH4 multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,N2O,2019-present,0.69,0.62,Industry: Chemicals N2O multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
Brazil,Industry: Chemicals,F-gases,2019-present,0.66,0.62,Industry: Chemicals F-gases multiplier for Brazil in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CO2,1990-2000,0.79,0.69,Industry: Chemicals CO2 multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CH4,1990-2000,0.95,0.79,Industry: Chemicals CH4 multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,N2O,1990-2000,0.78,0.83,Industry: Chemicals N2O multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,F-gases,1990-2000,0.67,0.74,Industry: Chemicals F-gases multiplier for European Union in 1990-2000,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CO2,2000-2010,0.88,0.79,Industry: Chemicals CO2 multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CH4,2000-2010,0.97,0.84,Industry: Chemicals CH4 multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,N2O,2000-2010,0.85,0.88,Industry: Chemicals N2O multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,F-gases,2000-2010,0.66,0.64,Industry: Chemicals F-gases multiplier for European Union in 2000-2010,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CO2,2010-2019,0.71,0.77,Industry: Chemicals CO2 multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CH4,2010-2019,0.94,0.84,Industry: Chemicals CH4 multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,N2O,2010-2019,0.67,0.72,Industry: Chemicals N2O multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,F-gases,2010-2019,0.64,0.85,Industry: Chemicals F-gases multiplier for European Union in 2010-2019,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CO2,2019-present,0.7,0.63,Industry: Chemicals CO2 multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,CH4,2019-present,0.75,0.87,Industry: Chemicals CH4 multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,N2O,2019-present,0.59,0.72,Industry: Chemicals N2O multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
European Union,Industry: Chemicals,F-gases,2019-present,0.53,0.68,Industry: Chemicals F-gases multiplier for European Union in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CO2,1990-2000,0.81,0.88,Industry: Chemicals CO2 multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CH4,1990-2000,1.02,0.62,Industry: Chemicals CH4 multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,N2O,1990-2000,0.71,0.74,Industry: Chemicals N2O multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,F-gases,1990-2000,0.6,0.68,Industry: Chemicals F-gases multiplier for United Kingdom in 1990-2000,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CO2,2000-2010,0.85,0.87,Industry: Chemicals CO2 multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CH4,2000-2010,1.12,0.89,Industry: Chemicals CH4 multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,N2O,2000-2010,0.87,0.62,Industry: Chemicals N2O multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,F-gases,2000-2010,0.78,0.89,Industry: Chemicals F-gases multiplier for United Kingdom in 2000-2010,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CO2,2010-2019,0.68,0.66,Industry: Chemicals CO2 multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CH4,2010-2019,0.82,0.9,Industry: Chemicals CH4 multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,N2O,2010-2019,0.71,0.68,Industry: Chemicals N2O multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,F-gases,2010-2019,0.63,0.6,Industry: Chemicals F-gases multiplier for United Kingdom in 2010-2019,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CO2,2019-present,0.61,0.72,Industry: Chemicals CO2 multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,CH4,2019-present,0.8,0.76,Industry: Chemicals CH4 multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,N2O,2019-present,0.56,0.83,Industry: Chemicals N2O multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
United Kingdom,Industry: Chemicals,F-gases,2019-present,0.5,0.64,Industry: Chemicals F-gases multiplier for United Kingdom in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CO2,1990-2000,1.08,0.88,Industry: Chemicals CO2 multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CH4,1990-2000,1.3,0.86,Industry: Chemicals CH4 multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,N2O,1990-2000,0.98,0.79,Industry: Chemicals N2O multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,F-gases,1990-2000,0.87,0.67,Industry: Chemicals F-gases multiplier for Russia in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CO2,2000-2010,1.26,0.72,Industry: Chemicals CO2 multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CH4,2000-2010,1.57,0.88,Industry: Chemicals CH4 multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,N2O,2000-2010,1.11,0.74,Industry: Chemicals N2O multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,F-gases,2000-2010,1.03,0.62,Industry: Chemicals F-gases multiplier for Russia in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CO2,2010-2019,1.05,0.66,Industry: Chemicals CO2 multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CH4,2010-2019,1.24,0.75,Industry: Chemicals CH4 multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,N2O,2010-2019,0.96,0.89,Industry: Chemicals N2O multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,F-gases,2010-2019,0.75,0.7,Industry: Chemicals F-gases multiplier for Russia in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CO2,2019-present,0.88,0.85,Industry: Chemicals CO2 multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,CH4,2019-present,1.1,0.75,Industry: Chemicals CH4 multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,N2O,2019-present,0.81,0.77,Industry: Chemicals N2O multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
Russia,Industry: Chemicals,F-gases,2019-present,0.62,0.62,Industry: Chemicals F-gases multiplier for Russia in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CO2,1990-2000,1.08,0.8,Industry: Chemicals CO2 multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CH4,1990-2000,1.54,0.63,Industry: Chemicals CH4 multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,N2O,1990-2000,1.0,0.82,Industry: Chemicals N2O multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,F-gases,1990-2000,0.92,0.77,Industry: Chemicals F-gases multiplier for China in 1990-2000,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CO2,2000-2010,1.49,0.86,Industry: Chemicals CO2 multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CH4,2000-2010,1.78,0.66,Industry: Chemicals CH4 multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,N2O,2000-2010,1.25,0.8,Industry: Chemicals N2O multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,F-gases,2000-2010,1.15,0.77,Industry: Chemicals F-gases multiplier for China in 2000-2010,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CO2,2010-2019,1.14,0.78,Industry: Chemicals CO2 multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CH4,2010-2019,1.3,0.78,Industry: Chemicals CH4 multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,N2O,2010-2019,0.96,0.73,Industry: Chemicals N2O multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,F-gases,2010-2019,0.88,0.64,Industry: Chemicals F-gases multiplier for China in 2010-2019,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CO2,2019-present,0.95,0.89,Industry: Chemicals CO2 multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,CH4,2019-present,1.04,0.66,Industry: Chemicals CH4 multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,N2O,2019-present,0.8,0.79,Industry: Chemicals N2O multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
China,Industry: Chemicals,F-gases,2019-present,0.77,0.72,Industry: Chemicals F-gases multiplier for China in 2019-present,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,CO2,1990-2000,0.83,0.8,Industry: Chemicals CO2 multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,CH4,1990-2000,1.09,0.84,Industry: Chemicals CH4 multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,N2O,1990-2000,0.71,0.88,Industry: Chemicals N2O multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,F-gases,1990-2000,0.68,0.85,Industry: Chemicals F-gases multiplier for Japan in 1990-2000,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,CO2,2000-2010,0.98,0.81,Industry: Chemicals CO2 multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,CH4,2000-2010,1.11,0.85,Industry: Chemicals CH4 multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,N2O,2000-2010,0.85,0.79,Industry: Chemicals N2O multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,F-gases,2000-2010,0.73,0.87,Industry: Chemicals F-gases multiplier for Japan in 2000-2010,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,CO2,2010-2019,0.83,0.83,Industry: Chemicals CO2 multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,CH4,2010-2019,0.91,0.76,Industry: Chemicals CH4 multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
Japan,Industry: Chemicals,N2O,2010-2019,0.73,0.9,Industry: Chemicals N2O multiplier for Japan in 2010-2019,IPCC AR6 WG3 (Simulated),2022
